Run_Accession_Number,Dataset_Info_Dataset_Accession_Number,Sample_Accession_Number,Organism,Organ,Developmental_Stage,Cell_Type,Sequencer,Protocol,Assay_Type,Library_Layout,Ontology_Term,Cell_Cycle_Phase
SRR2077488,GSE70245,SAMN03792634,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077489,GSE70245,SAMN03792635,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077490,GSE70245,SAMN03792636,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077491,GSE70245,SAMN03792637,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077492,GSE70245,SAMN03792638,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077493,GSE70245,SAMN03792639,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077494,GSE70245,SAMN03792640,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077495,GSE70245,SAMN03792641,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077496,GSE70245,SAMN03792642,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077497,GSE70245,SAMN03792643,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077498,GSE70245,SAMN03792644,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077499,GSE70245,SAMN03792645,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077500,GSE70245,SAMN03792646,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077501,GSE70245,SAMN03792647,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077502,GSE70245,SAMN03792648,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077503,GSE70245,SAMN03792649,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077504,GSE70245,SAMN03792650,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077505,GSE70245,SAMN03792651,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077506,GSE70245,SAMN03792652,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077507,GSE70245,SAMN03792653,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077508,GSE70245,SAMN03792654,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077509,GSE70245,SAMN03792655,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077510,GSE70245,SAMN03792656,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077511,GSE70245,SAMN03792657,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077512,GSE70245,SAMN03792658,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077513,GSE70245,SAMN03792659,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077514,GSE70245,SAMN03792660,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077515,GSE70245,SAMN03792661,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077516,GSE70245,SAMN03792662,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077517,GSE70245,SAMN03792663,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077518,GSE70245,SAMN03792555,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077519,GSE70245,SAMN03792556,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077520,GSE70245,SAMN03792557,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077521,GSE70245,SAMN03792558,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077522,GSE70245,SAMN03792560,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077523,GSE70245,SAMN03792561,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077524,GSE70245,SAMN03792562,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077525,GSE70245,SAMN03792563,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077526,GSE70245,SAMN03792564,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077527,GSE70245,SAMN03792565,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077528,GSE70245,SAMN03792566,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077529,GSE70245,SAMN03792567,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077530,GSE70245,SAMN03792568,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077531,GSE70245,SAMN03792569,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077532,GSE70245,SAMN03792570,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077533,GSE70245,SAMN03792571,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077534,GSE70245,SAMN03792572,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077535,GSE70245,SAMN03792573,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077536,GSE70245,SAMN03792574,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077537,GSE70245,SAMN03792575,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077538,GSE70245,SAMN03792576,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077539,GSE70245,SAMN03792577,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077540,GSE70245,SAMN03792578,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077541,GSE70245,SAMN03792579,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077542,GSE70245,SAMN03792580,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077543,GSE70245,SAMN03792581,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077544,GSE70245,SAMN03792582,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2078210,GSE70245,SAMN03792762,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2078211,GSE70245,SAMN03792763,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078212,GSE70245,SAMN03792764,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2078213,GSE70245,SAMN03792759,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2078214,GSE70245,SAMN03792760,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2078215,GSE70245,SAMN03792761,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078216,GSE70245,SAMN03792765,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2078217,GSE70245,SAMN03792766,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078218,GSE70245,SAMN03792767,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078219,GSE70245,SAMN03792768,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078220,GSE70245,SAMN03792769,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2078221,GSE70245,SAMN03792770,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078222,GSE70245,SAMN03792771,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078223,GSE70245,SAMN03792772,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078224,GSE70245,SAMN03792773,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2078225,GSE70245,SAMN03792774,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078226,GSE70245,SAMN03792775,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078227,GSE70245,SAMN03792776,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2078228,GSE70245,SAMN03792777,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2078229,GSE70245,SAMN03792778,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078230,GSE70245,SAMN03792779,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078231,GSE70245,SAMN03792780,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078232,GSE70245,SAMN03792781,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078233,GSE70245,SAMN03792782,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078234,GSE70245,SAMN03792724,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2078235,GSE70245,SAMN03792730,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078236,GSE70245,SAMN03792731,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078237,GSE70245,SAMN03792732,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2078238,GSE70245,SAMN03792725,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2078239,GSE70245,SAMN03792726,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078240,GSE70245,SAMN03792727,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078241,GSE70245,SAMN03792728,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078242,GSE70245,SAMN03792729,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2078243,GSE70245,SAMN03792733,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078244,GSE70245,SAMN03792734,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078245,GSE70245,SAMN03792735,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2078246,GSE70245,SAMN03792736,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078247,GSE70245,SAMN03792737,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2078248,GSE70245,SAMN03792738,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078249,GSE70245,SAMN03792739,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078250,GSE70245,SAMN03792740,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078251,GSE70245,SAMN03792741,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078252,GSE70245,SAMN03792742,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078253,GSE70245,SAMN03792743,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2078254,GSE70245,SAMN03792744,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2078255,GSE70245,SAMN03792745,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2078256,GSE70245,SAMN03792746,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
